Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef,Rank
Drexel,30,3_15,6_24,98.8,105.7,16.8,18.1,42.3,51.5,32.7,36.5,36.9,47.4,246
Kennesaw St.,29,7_7,9_20,100.7,107.9,18.5,18,47.2,54,35.1,34.5,33.5,39,247
Manhattan,31,9_11,13_18,98.4,105.5,20.5,22.6,47.6,52.9,36.1,33.7,39.8,46.8,248
Portland St.,29,8_10,11_18,102,109.5,17.4,19.1,52.7,51.4,31.5,38.3,33.9,32.8,249
Southern,32,11_7,19_13,98.9,106.2,16.3,19.6,47.6,47.7,33.8,32.2,38.1,39.9,250
Air Force,30,5_13,12_18,98.1,105.4,18.8,19.4,47,51.3,33.4,34.9,39.6,37.2,251
Jackson St.,34,12_6,18_16,94.1,101.1,17.8,20.7,45.4,44.6,30.8,31.5,30.4,48.1,252
Miami OH,32,6_12,12_20,96.4,103.6,18.5,20.8,44.8,49.2,30.8,35.9,36.1,38.6,253
Lipscomb,31,7_7,10_21,101.5,109.1,18.6,17.7,50.5,51.1,35.2,37,34.7,35.8,254
Jacksonville,28,8_6,12_16,100.3,108.4,15.4,17.4,45,52.7,38.9,36.6,31.4,33.5,255
Norfolk St.,32,12_4,15_17,103.4,112,17.7,19.1,46.7,46.1,34.7,38,41.5,41.9,256
Northern Kentucky,28,5_13,7_21,99.4,107.8,19.7,16.1,48.6,47.9,35.3,36.8,31.2,42.6,257
Arkansas St.,29,7_13,9_20,99.1,107.4,18,14.9,45.1,43.5,31.5,35.6,40.1,38,258
Drake,30,2_16,6_24,102.9,111.6,20.5,14.6,47.2,49.6,38.2,37.7,33.6,30.5,259
South Alabama,31,8_12,12_19,95.1,103.1,20.6,18,45.1,48.4,31.9,32.2,38.3,38.7,260
UMKC,28,4_10,9_19,101.9,110.6,19.4,17.2,45.5,48.9,36.8,35.1,35.3,44.1,261
San Diego,29,4_14,8_21,92.8,101,20.6,17.4,46.1,48.1,29.2,36.2,33.9,42.1,262
Penn,27,5_9,10_17,98.4,107.1,19.4,16.7,51.3,48.7,30.4,34.8,31.9,33.5,263
Troy,29,4_16,8_21,97.8,106.6,16.7,17.8,44.8,49.5,31.5,36,37.2,35.8,264
Colgate,29,9_9,12_17,102.5,111.9,18.4,19.4,50.3,51.4,37,37.5,29.9,41.8,265
Eastern Illinois,28,9_7,11_17,99.3,108.5,18,19.5,48.8,52,34.4,33.5,34.4,40.5,266
Delaware,30,2_16,7_23,100.5,109.9,17.7,13.5,43.7,51.4,32.5,34.8,42.2,31.9,267
Hampton,31,13_3,20_11,98.2,107.5,18.7,16.7,47.3,47.5,30.5,33.8,41.3,35.7,268
Idaho St.,29,11_7,14_15,98.4,107.8,18.3,17.4,48,52.2,35.7,34,38.5,35.4,269
Rutgers,31,1_17,6_25,97.5,106.7,18.9,16.1,44.9,49.9,32.2,37.4,34.5,29.7,270
Mount St. Mary's,33,10_8,14_19,92.1,100.9,17.2,24.6,44.8,50.1,31.7,33.7,30.6,40.4,271
Brown,27,3_11,7_20,101,110.8,18.8,16,47.8,48.5,35.9,36.6,36.9,36.4,272
Appalachian St.,31,7_13,9_22,100.8,110.6,21,15.9,43.1,48.8,35.6,38.6,39.1,39.8,273
Stetson,30,4_10,8_22,103,113.7,16.8,15.7,49.4,54.7,36.2,35.9,33.8,30.8,274
Loyola MD,30,8_10,9_21,100.7,111.1,18.9,17,48.7,50.2,30.4,37.2,38.4,40.9,275
Rice,30,7_11,10_20,104.7,115.6,17.9,18.4,53.4,52.7,31.9,41.8,41.5,36.7,276
Utah Valley,27,6_8,9_18,99.4,109.8,17.4,16.6,46.3,50.3,34.6,32.6,34.5,37.7,277
Holy Cross,35,5_13,15_20,96.7,106.9,16.8,19.6,47.2,52.8,32.6,35.7,36.1,33.4,278
South Carolina St.,32,12_4,17_15,101.8,112.6,17,17.5,49.6,49.9,33.6,34.6,34.8,38.7,279
North Texas,30,7_11,10_20,100.5,111.4,19.5,17.2,49.8,52.7,32.2,36.2,44.1,42.5,280
LIU Brooklyn,31,9_9,16_15,100.2,111.3,18.4,19.7,49.5,48.8,29.7,37,41.4,38,281
Cornell,27,3_11,9_18,96.7,107.6,17.9,19.8,47,49.7,34.1,36.4,32.3,35.8,282
Incarnate Word,25,12_6,14_11,99.6,110.7,17.8,18.2,44.7,52.4,38.9,35.9,35.5,38.1,283
Youngstown St.,30,6_12,9_21,101.6,113.3,15.6,15.7,45.5,54.5,37,34.6,29.8,32.5,284
Seattle,30,7_7,13_17,94,104.9,23.1,18.9,44.7,47.7,35.5,33.9,36,34.9,285
Sacramento St.,29,6_12,12_17,96.8,108.1,16.7,17.6,49.2,50.9,33.1,32.5,34.9,37.9,286
Quinnipiac,30,6_14,9_21,91.5,102.3,21.7,17.4,38.3,46.5,34.1,31,28,40.1,287
Jacksonville St.,29,4_12,6_23,96.9,108.7,16.3,18.6,43.2,53,34.5,33.3,30.9,42.6,288
Fairleigh Dickinson,32,11_7,17_15,103,115.6,17.7,21,49.5,52.1,36.4,35.4,33.3,46.9,289
Cleveland St.,30,4_14,7_23,90.3,101.4,21.8,19.9,43.4,50.7,32,35.5,30.9,46.6,290
Houston Baptist,30,10_8,13_17,100.2,112.8,21.1,16.7,49.3,49.1,35.5,36.3,44.9,36.7,291
Alabama St.,29,9_9,12_17,98,110.8,17.2,18.3,43.6,51.6,33.3,33.7,31.7,45,292
Charleston Southern,27,5_13,6_21,97.8,110.5,17.9,16.1,49.4,52.6,33.8,37.4,27.4,37.7,293
Liberty,29,10_8,10_19,97.9,110.8,21.3,18.1,52,52.1,36.1,36.4,25.5,43.6,294
Bethune Cookman,30,10_6,12_18,97.5,110.6,18.5,18,47.4,48.4,31.1,34.6,31,34.5,295
Florida Atlantic,31,5_13,7_24,95,107.9,17.6,16.6,44.2,49,34.1,35.4,32.3,37.7,296
Campbell,27,5_13,9_18,99.6,113.1,16.4,18.9,50.7,52.1,31.7,37.8,41.4,39.3,297
St. Francis PA,29,9_9,12_17,99.6,113.2,18.5,16.4,45.3,52.3,35.8,32.1,38.5,29.9,298
St. Francis NY,31,11_7,14_17,92.3,104.9,20.4,18.6,46.2,45.6,30.3,33.1,36.1,34.9,299
Morgan St.,30,6_10,8_22,93.9,107.1,16.7,20.8,43.6,52.5,30.1,31.2,35.8,38.5,300
North Carolina Central,29,7_9,10_19,97.5,111.3,20.4,18.5,46.3,49.3,33.9,34,38.7,37.9,301
USC Upstate,28,4_10,7_21,100,114.3,20.2,15.1,48.4,53.1,35.7,38.1,30.9,36.6,302
Sacred Heart,30,11_7,12_18,98,112.1,20.2,18,49.2,49.6,31.1,35.9,38.7,39.4,303
Binghamton,30,5_11,8_22,89.3,102.1,20.7,18.2,45,49,28.4,33.7,36.2,34.4,304
SIU Edwardsville,28,3_13,6_22,94.6,108.3,19.7,17.6,44.4,50,30.4,37.2,36.9,43.9,305
Longwood,30,5_13,7_23,99.2,113.9,20.5,17.3,49.8,51.6,34.9,38.2,34.3,36.4,306
Hartford,32,4_12,9_23,99.4,114.2,16.3,18.5,45.6,54,35.4,34.7,33.2,41.1,307
Alcorn St.,28,13_5,13_15,96.8,111.5,21.1,17.3,45.3,48.6,30.8,37,38.4,39.7,308
Marist,30,4_16,7_23,100.7,116,17.3,16.9,48.1,51.6,34.2,38.2,35.9,36.6,309
VMI,27,4_14,6_21,96,110.8,18.5,18.7,45.7,51.2,32.5,37.4,27,41.4,310
Lafayette,30,3_15,6_24,99,114.4,18.2,16.7,47.9,52.5,36.5,35.7,31.6,35.1,311
Maryland Eastern Shore,31,7_9,9_22,97.7,112.9,23,18.8,49.5,53,32.4,35.3,37.3,49.5,312
Alabama A&M,28,6_12,10_18,98.3,113.6,17.6,17,49,51.7,28.4,32.1,38.4,39.5,313
UMass Lowell,28,7_9,10_18,99.4,115,21.3,19.2,53.2,53.9,36.2,37.1,33.2,38.4,314
Niagara,32,5_15,7_25,92.8,107.3,21.1,16.9,46.2,46.4,28.2,35.7,34,35.5,315
Southern Miss,27,5_13,7_20,94.6,109.5,20.3,17.7,45.2,50.2,35.9,35.5,36.1,38.9,316
Robert Morris,32,8_10,10_22,90.4,104.9,20.4,22,49.6,48.9,27.6,33.5,35.5,32.9,317
Abilene Christian,27,8_10,9_18,96.3,111.8,19.2,19.2,48.4,54.2,36.3,36.9,40.3,46.5,318
Northern Colorado,29,7_11,8_21,101,117.3,19.9,17.7,48.8,54.4,36.4,38.8,43.4,48.4,319
The Citadel,29,3_15,7_22,100.9,117.3,16.9,19.3,50.1,59.8,31.7,35.2,31.1,44.4,320
Southeastern Louisiana,31,9_9,10_21,96.2,112.1,21.5,19.1,49.1,49.5,36.5,37.5,37,41.9,321
American,31,9_9,12_19,91.4,106.8,22.1,19.2,47.7,53.7,34.1,31.1,31.7,40.1,322
Bradley,31,3_15,4_27,86.1,100.9,25.4,17,43.9,48.7,27.7,34.5,38.3,52.2,323
Northwestern St.,24,5_13,5_19,100.8,118.2,19.5,18.6,49.5,54.8,34.3,37.1,35.2,36.1,324
New Orleans,27,6_12,7_20,95.3,111.8,19.7,21.4,43.8,51.5,32.5,37,43.2,43,325
Coppin St.,29,6_10,7_22,95.3,111.8,17.7,18.1,40.6,51.8,33.4,36.7,37.2,43.1,326
Nicholls St.,31,6_12,8_23,91.2,107.2,22,18.2,47.7,49.3,30.9,35.9,40.4,39.7,327
Illinois Chicago,28,3_15,3_25,89.7,105.7,21.1,15.7,40.3,46.6,30.4,36.4,43.2,39.6,328
McNeese St.,26,7_11,7_19,97,114.5,17.7,16.1,44.9,50.8,33.2,37.3,36.2,37.7,329
Central Arkansas,28,6_12,7_21,99.8,117.8,19.7,15.8,47.4,51.5,37.2,38.7,41.9,38.7,330
Howard,30,6_10,10_20,92.2,108.8,20.3,18.9,43.4,48.6,29.5,33.5,48.5,36.6,331
Savannah St.,30,9_7,14_16,86.8,102.5,21.9,22.2,44.2,48.6,31.1,34.2,39.8,41,332
Presbyterian,28,5_13,8_20,93,110.1,21,19,47.7,53.3,30.8,34.2,34.8,38.8,333
Lamar,26,3_15,7_19,95.3,112.8,20.5,19.4,46.7,51.4,32.6,35.6,42.6,46.6,334
UMBC,32,3_13,7_25,98.6,117.3,17.4,19.4,50.4,56.4,33.1,38,42.2,38.8,335
Southeast Missouri St.,27,2_14,3_24,91,108.9,19.8,18.5,44.6,55.3,28.8,34.7,35.7,31.9,336
UTSA,30,3_15,4_26,96.9,116,18.1,17.2,46.5,57.2,32.1,41.3,37.4,46.2,337
North Carolina A&T,31,7_9,10_21,95.1,114.3,19.5,18.2,44.8,51.7,31.8,33.8,37,48.5,338
Maine,30,4_12,8_22,94.5,113.6,20.8,21,48.3,55.6,33.9,36.9,32,38,339
Southern Utah,28,3_15,4_24,97.3,117.8,18.8,17.4,46.5,55,36.4,42.2,35.4,45,340
Prairie View A&M,31,7_11,7_24,88.3,107.1,21.8,23.4,42.1,53,27.3,30.6,36.4,47.4,341
Bryant,30,5_13,7_23,93.3,113.1,19.9,16,46.9,53.1,32,32.7,26.9,31.6,342
Northern Arizona,28,3_15,3_25,92.6,112.9,18.1,17.5,42.3,53.9,33.4,39.9,36.1,34.3,343
UT Rio Grande Valley,27,4_10,5_22,94.1,115.4,17.7,14.4,45.7,51.9,33.1,35,29.6,31.1,344
Mississippi Valley St.,35,6_12,8_27,90.2,111,18.5,19.4,42,54.5,30.3,30.3,31.3,35.2,345
Chicago St.,29,0_14,1_28,90.8,112.5,20.4,19,40.9,51.8,30.1,38.7,28.1,43.6,346
Arkansas Pine Bluff,33,6_12,8_25,87.8,109.6,23.8,20.2,44.7,49.6,30.3,32.3,30.1,53.7,347
Delaware St.,30,5_11,5_25,88.6,112.9,21.1,19.9,42.4,52.8,32.4,33.3,29.1,41.3,348
Central Connecticut,29,3_15,4_25,92.5,118,19.9,14.8,42.3,53.2,34.2,35.9,31.1,30.6,349
Grambling St.,28,4_14,4_24,85.9,110.5,21.7,20,45.3,51.5,27.4,33.1,44.2,41.4,350
Florida A&M,27,4_12,6_21,82.9,107,22.5,20.3,44.4,50.4,30.4,33.3,42.5,38.5,351
