Name_LowerRank,GamesPlayed_LowerRank,ConfRecord_LowerRank,TotalRecord_LowerRank,OffEff_LowerRank,DefEff_LowerRank,Turnovers_LowerRank,ForcedTurnovers_LowerRank,2PFGOff_LowerRank,2PFGDef_LowerRank,3PFGOff_LowerRank,3PFGDef_LowerRank,FTOff_LowerRank,FTDef_LowerRank,Rank_LowerRank,Name_HigherRank,GamesPlayed_HigherRank,ConfRecord_HigherRank,TotalRecord_HigherRank,OffEff_HigherRank,DefEff_HigherRank,Turnovers_HigherRank,ForcedTurnovers_HigherRank,2PFGOff_HigherRank,2PFGDef_HigherRank,3PFGOff_HigherRank,3PFGDef_HigherRank,FTOff_HigherRank,FTDef_HigherRank,Rank_HigherRank,Results_HigherRank,Differntial,Score,PlusMinus_HigherRank
American,30,5_13,8_22,94.7,107.6,20.2,20.2,51.7,51.4,31.8,36.6,30.7,41.4,310,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,42, 90_48 ,8.6
DePaul,32,2_16,9_23,102.9,103.1,20.4,20.0,47.7,53.6,32.6,36.1,35.6,40.2,170,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,3, 68_65 ,5.0
Creighton,34,10_8,25_10,114.5,95.2,17.1,19.3,56.4,50.2,39.8,33.0,27.9,29.3,28,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,10, 80_70 ,-0.4
Butler,34,12_6,25_9,117.7,96.9,15.0,19.6,54.5,51.3,36.6,33.3,37.1,37.0,26,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,L,-8, 66_58 ,1.7
Marquette,32,10_8,19_13,121.8,101.8,17.3,18.3,52.7,50.6,42.9,36.8,31.0,35.7,30,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,12, 93_81 ,11.9
Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,25, 79_54 ,3.6
St. John's,33,7_11,14_19,108.5,102.2,17.7,20.5,47.5,50.5,36.4,37.4,36.2,39.3,100,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,13, 70_57 ,3.1
Seton Hall,33,10_8,21_12,108.9,95.6,19.5,17.5,49.6,48.0,33.8,34.1,37.6,36.1,52,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,30, 76_46 ,13.7
Providence,33,10_8,20_13,108.3,94.5,18.4,20.3,49.1,49.9,37.1,32.8,38.1,30.5,51,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,10, 78_68 ,8.2
Marquette,32,10_8,19_13,121.8,101.8,17.3,18.3,52.7,50.6,42.9,36.8,31.0,35.7,30,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,L,-2, 74_72 ,9.2
Virginia,34,11_7,23_11,111.8,86.9,15.6,20.7,49.7,45.1,38.5,31.7,26.0,33.8,7,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,2, 61_59 ,-5.5
Providence,33,10_8,20_13,108.3,94.5,18.4,20.3,49.1,49.9,37.1,32.8,38.1,30.5,51,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,9, 66_57 ,5.5
St. John's,33,7_11,14_19,108.5,102.2,17.7,20.5,47.5,50.5,36.4,37.4,36.2,39.3,100,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,13, 92_79 ,14.6
Georgetown,32,5_13,14_18,107.5,96.4,20.1,17.3,51.8,46.8,34.9,32.4,42.6,38.8,69,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,11, 75_64 ,8.6
Xavier,38,9_9,24_14,115.6,97.9,18.4,17.5,52.0,52.5,34.5,33.4,41.1,33.4,35,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,16, 73_57 ,7.2
DePaul,32,2_16,9_23,102.9,103.1,20.4,20.0,47.7,53.6,32.6,36.1,35.6,40.2,170,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,13, 75_62 ,15.2
Seton Hall,33,10_8,21_12,108.9,95.6,19.5,17.5,49.6,48.0,33.8,34.1,37.6,36.1,52,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,22, 92_70 ,11.1
Butler,34,12_6,25_9,117.7,96.9,15.0,19.6,54.5,51.3,36.6,33.3,37.1,37.0,26,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,L,-8, 74_66 ,-1.8
Creighton,34,10_8,25_10,114.5,95.2,17.1,19.3,56.4,50.2,39.8,33.0,27.9,29.3,28,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,16, 79_63 ,4.0
Georgetown,32,5_13,14_18,107.5,96.4,20.1,17.3,51.8,46.8,34.9,32.4,42.6,38.8,69,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,26, 81_55 ,6.1
St. John's,33,7_11,14_19,108.5,102.2,17.7,20.5,47.5,50.5,36.4,37.4,36.2,39.3,100,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,41, 108_67 ,8.1
Seton Hall,33,10_8,21_12,108.9,95.6,19.5,17.5,49.6,48.0,33.8,34.1,37.6,36.1,52,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,2, 55_53 ,-3.6
Creighton,34,10_8,25_10,114.5,95.2,17.1,19.3,56.4,50.2,39.8,33.0,27.9,29.3,28,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,14, 74_60 ,9.3
Mount St. Mary's,36,14_4,20_16,98.9,101.8,19.2,21.7,49.4,49.5,35.8,34.1,32.4,32.6,201,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,W,20, 76_56 ,3.4
Wisconsin,37,12_6,27_10,114.5,92.0,17.0,19.5,51.1,43.1,35.9,37.6,32.9,28.0,19,Villanova,36,15_3,32_4,122.2,92.5,17.1,20.1,59.2,49.1,36.9,31.1,35.0,22.1,3,L,-3, 65_62 ,-0.9
Florida Gulf Coast,31,12_2,26_8,107.8,103.4,17.9,17.4,55.4,51.0,33.7,31.0,33.8,35.9,113,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,21, 80_59 ,2.6
Mercer,30,9_9,15_17,108.5,106.4,18.0,15.7,49.6,47.7,34.4,35.3,32.8,35.3,140,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,22, 76_54 ,11.3
St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,7, 73_66 ,6.2
Belmont,29,15_1,23_7,108.8,103.3,18.4,16.0,60.9,48.6,34.1,31.8,29.4,31.9,105,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,17, 78_61 ,15.2
Seton Hall,33,10_8,21_12,108.9,95.6,19.5,17.5,49.6,48.0,33.8,34.1,37.6,36.1,52,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,5, 81_76 ,1.7
Miami FL,33,10_8,21_12,110.8,93.1,19.5,18.3,49.8,46.6,35.6,33.0,34.3,28.7,33,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,9, 65_56 ,0.4
North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35.0,252,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,31, 91_60 ,11.2
Duke,37,11_7,28_9,122.1,95.6,16.3,17.3,53.5,48.9,37.9,29.3,39.3,31.2,10,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,L,-10, 84_74 ,-5.9
Florida St.,35,12_6,26_9,115.4,95.2,16.4,19.5,54.4,45.4,34.7,34.9,38.4,37.3,27,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,L,-5, 83_78 ,-3.1
Charlotte,29,7_11,13_17,101.6,107.5,16.1,18.3,47.5,51.7,37.5,35.8,34.0,35.6,227,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,41, 87_46 ,18.5
Little Rock,30,6_12,15_17,97.1,104.0,19.5,19.9,48.2,50.2,33.8,36.2,32.3,40.3,242,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,23, 94_71 ,21.4
Arkansas,36,12_6,26_10,114.9,99.8,16.6,18.5,50.0,46.7,36.5,33.2,38.1,39.1,48,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,9, 81_72 ,6.1
Mississippi,36,10_8,22_14,110.3,100.3,19.3,18.8,46.8,46.7,34.7,36.3,42.8,35.6,76,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,7, 70_63 ,10.0
Tennessee,31,8_10,16_16,109.3,96.3,17.4,19.3,46.0,46.2,32.4,35.5,42.9,43.3,55,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,13, 83_70 ,0.7
Alabama,34,10_8,19_15,104.4,91.8,20.4,19.8,48.7,44.2,31.7,33.3,39.1,39.9,54,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,13, 80_67 ,4.9
Georgia,33,9_9,19_15,107.9,95.9,18.6,16.7,48.3,45.4,31.8,33.6,40.7,34.2,63,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,4, 80_76 OT,-2.1
South Carolina,36,12_6,26_11,108.7,89.0,18.4,24.3,45.9,45.4,33.4,30.6,40.2,44.5,25,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,L,-4, 57_53 ,0.4
Vanderbilt,35,10_8,19_16,112.5,93.8,18.2,16.1,48.1,46.8,37.6,33.8,34.8,30.7,29,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,L,-2, 68_66 ,-0.4
LSU,31,2_16,10_21,108.3,109.4,19.8,16.9,50.2,52.9,33.6,38.2,31.5,36.9,179,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,35, 106_71 ,17.6
Oklahoma,31,5_13,11_20,107.0,94.5,19.0,18.5,45.7,47.1,34.3,36.5,36.7,33.5,57,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,32, 84_52 ,8.1
Missouri,32,2_16,8_24,101.3,100.0,16.9,19.2,45.0,48.3,30.4,34.4,38.7,42.6,145,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,39, 93_54 ,23.0
Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,22, 88_66 ,9.2
Georgia,33,9_9,19_15,107.9,95.9,18.6,16.7,48.3,45.4,31.8,33.6,40.7,34.2,63,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,12, 72_60 ,5.8
Texas A&M,31,8_10,16_15,108.3,95.6,21.2,17.4,52.1,43.7,32.9,35.2,33.3,28.1,56,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,9, 71_62 ,3.9
Auburn,32,7_11,18_14,112.4,102.5,17.9,19.9,48.5,48.7,36.6,35.7,42.5,38.8,78,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,19, 114_95 ,5.0
Mississippi St.,32,6_12,16_16,104.1,98.3,19.0,19.7,50.4,48.6,34.7,31.5,33.9,37.9,102,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,5, 57_52 ,3.1
South Carolina,36,12_6,26_11,108.7,89.0,18.4,24.3,45.9,45.4,33.4,30.6,40.2,44.5,25,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,15, 81_66 ,6.3
Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,L,-10, 76_66 ,1.6
Arkansas,36,12_6,26_10,114.9,99.8,16.6,18.5,50.0,46.7,36.5,33.2,38.1,39.1,48,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,13, 78_65 ,10.7
Vanderbilt,35,10_8,19_16,112.5,93.8,18.2,16.1,48.1,46.8,37.6,33.8,34.8,30.7,29,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,L,-2, 73_71 ,3.3
Vanderbilt,35,10_8,19_16,112.5,93.8,18.2,16.1,48.1,46.8,37.6,33.8,34.8,30.7,29,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,L,-10, 72_62 OT,-2.0
East Tennessee St.,33,14_4,27_8,107.3,97.1,20.8,22.0,55.0,45.7,38.2,35.4,42.8,38.2,72,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,15, 80_65 ,5.5
Virginia,34,11_7,23_11,111.8,86.9,15.6,20.7,49.7,45.1,38.5,31.7,26.0,33.8,7,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,26, 65_39 ,8.7
Wisconsin,37,12_6,27_10,114.5,92.0,17.0,19.5,51.1,43.1,35.9,37.6,32.9,28.0,19,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,W,1, 84_83 OT,0.1
South Carolina,36,12_6,26_11,108.7,89.0,18.4,24.3,45.9,45.4,33.4,30.6,40.2,44.5,25,Florida,36,14_4,27_9,116.6,88.9,16.9,21.0,50.3,45.7,35.9,30.5,40.2,34.0,4,L,-7, 77_70 ,0.4
Stephen F. Austin,30,12_6,18_15,95.4,102.9,24.8,22.9,50.3,52.0,31.4,34.9,40.6,44.4,255,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,23, 87_64 ,14.1
Canisius,34,10_10,18_16,106.9,109.5,18.2,20.8,51.4,56.0,37.1,34.3,30.9,33.8,198,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,24, 93_69 ,6.2
Michigan St.,35,10_8,20_15,111.6,94.9,20.5,15.9,52.9,44.1,37.3,34.6,33.5,34.7,37,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,21, 69_48 ,8.2
Duquesne,32,3_15,10_22,101.6,106.1,20.0,17.6,48.3,47.9,33.4,35.9,37.1,33.3,214,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,34, 93_59 ,17.0
Cleveland St.,30,5_13,9_22,94.9,102.4,18.8,22.3,46.5,51.7,30.7,35.3,29.6,41.8,256,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,31, 101_70 ,19.2
Tennessee Martin,33,10_6,22_13,105.2,110.3,21.6,19.0,53.2,52.8,34.7,35.0,34.3,31.1,220,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,35, 111_76 ,13.5
Arizona St.,33,7_11,15_18,110.9,107.0,14.3,18.3,48.7,55.9,36.6,36.4,31.9,29.9,120,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,46, 115_69 ,21.9
UCLA,36,15_3,31_5,122.8,99.6,15.1,15.8,59.1,45.3,40.6,36.5,26.8,25.4,23,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,L,-5, 97_92 ,-3.2
Valparaiso,32,14_4,24_9,104.5,99.9,18.2,17.9,50.5,46.4,33.0,32.8,36.9,32.4,110,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,24, 87_63 ,17.4
Hofstra,31,7_11,15_17,109.4,111.8,15.2,15.4,49.6,52.0,36.4,36.9,37.7,29.3,197,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,23, 96_73 ,12.2
Louisville,34,12_6,25_9,117.6,91.5,16.0,19.6,50.5,44.8,35.5,31.6,34.0,38.8,9,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,L,-3, 73_70 ,-0.6
Mississippi,36,10_8,22_14,110.3,100.3,19.3,18.8,46.8,46.7,34.7,36.3,42.8,35.6,76,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,23, 99_76 ,15.8
Texas A&M,31,8_10,16_15,108.3,95.6,21.2,17.4,52.1,43.7,32.9,35.2,33.3,28.1,56,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,42, 100_58 ,19.9
Arkansas,36,12_6,26_10,114.9,99.8,16.6,18.5,50.0,46.7,36.5,33.2,38.1,39.1,48,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,26, 97_71 ,6.0
Vanderbilt,35,10_8,19_16,112.5,93.8,18.2,16.1,48.1,46.8,37.6,33.8,34.8,30.7,29,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,6, 87_81 ,3.3
Auburn,32,7_11,18_14,112.4,102.5,17.9,19.9,48.5,48.7,36.6,35.7,42.5,38.8,78,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,20, 92_72 ,8.3
Mississippi St.,32,6_12,16_16,104.1,98.3,19.0,19.7,50.4,48.6,34.7,31.5,33.9,37.9,102,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,7, 88_81 ,8.4
South Carolina,36,12_6,26_11,108.7,89.0,18.4,24.3,45.9,45.4,33.4,30.6,40.2,44.5,25,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,16, 85_69 ,10.4
Tennessee,31,8_10,16_16,109.3,96.3,17.4,19.3,46.0,46.2,32.4,35.5,42.9,43.3,55,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,L,-2, 82_80 ,-3.5
Kansas,36,16_2,31_5,121.5,94.5,17.6,18.6,53.6,45.3,40.4,35.6,36.0,30.0,8,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,L,-6, 79_73 ,2.1
Georgia,33,9_9,19_15,107.9,95.9,18.6,16.7,48.3,45.4,31.8,33.6,40.7,34.2,63,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,9, 90_81 OT,-1.4
LSU,31,2_16,10_21,108.3,109.4,19.8,16.9,50.2,52.9,33.6,38.2,31.5,36.9,179,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,7, 92_85 ,12.0
Alabama,34,10_8,19_15,104.4,91.8,20.4,19.8,48.7,44.2,31.7,33.3,39.1,39.9,54,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,9, 67_58 ,8.1
Tennessee,31,8_10,16_16,109.3,96.3,17.4,19.3,46.0,46.2,32.4,35.5,42.9,43.3,55,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,25, 83_58 ,11.8
Georgia,33,9_9,19_15,107.9,95.9,18.6,16.7,48.3,45.4,31.8,33.6,40.7,34.2,63,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,5, 82_77 ,1.0
Missouri,32,2_16,8_24,101.3,100.0,16.9,19.2,45.0,48.3,30.4,34.4,38.7,42.6,145,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,10, 72_62 ,2.7
Vanderbilt,35,10_8,19_16,112.5,93.8,18.2,16.1,48.1,46.8,37.6,33.8,34.8,30.7,29,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,6, 73_67 ,-6.2
Texas A&M,31,8_10,16_15,108.3,95.6,21.2,17.4,52.1,43.7,32.9,35.2,33.3,28.1,56,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,8, 71_63 ,1.1
Georgia,33,9_9,19_15,107.9,95.9,18.6,16.7,48.3,45.4,31.8,33.6,40.7,34.2,63,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,11, 71_60 ,10.0
Alabama,34,10_8,19_15,104.4,91.8,20.4,19.8,48.7,44.2,31.7,33.3,39.1,39.9,54,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,5, 79_74 ,1.4
Arkansas,36,12_6,26_10,114.9,99.8,16.6,18.5,50.0,46.7,36.5,33.2,38.1,39.1,48,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,17, 82_65 ,8.9
Northern Kentucky,33,12_6,24_11,105.5,104.1,18.8,17.0,51.6,50.2,35.7,32.4,36.5,30.5,147,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,9, 79_70 ,10.7
Wichita St.,35,17_1,31_5,117.2,92.2,16.2,19.3,50.7,42.0,40.2,31.2,40.4,35.1,12,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,3, 65_62 ,1.5
UCLA,36,15_3,31_5,122.8,99.6,15.1,15.8,59.1,45.3,40.6,36.5,26.8,25.4,23,Kentucky,38,16_2,32_6,118.3,91.3,15.7,19.2,52.9,48.3,35.3,30.6,40.9,33.5,5,W,11, 86_75 ,3.2
Mount St. Mary's,36,14_4,20_16,98.9,101.8,19.2,21.7,49.4,49.5,35.8,34.1,32.4,32.6,201,West Virginia,37,12_6,28_9,115.4,89.3,17.0,27.6,49.8,46.5,36.2,35.3,38.9,42.5,6,W,28, 87_59 ,14.3
Mississippi Valley St.,32,7_11,7_25,94.6,118.8,19.7,19.5,44.9,56.0,34.3,38.1,33.5,37.8,342,West Virginia,37,12_6,28_9,115.4,89.3,17.0,27.6,49.8,46.5,36.2,35.3,38.9,42.5,6,W,41, 107_66 ,26.5
New Hampshire,29,10_6,20_12,100.6,102.3,18.3,14.6,49.5,50.1,34.2,32.9,34.1,29.3,187,West Virginia,37,12_6,28_9,115.4,89.3,17.0,27.6,49.8,46.5,36.2,35.3,38.9,42.5,6,W,59, 100_41 ,18.4
Illinois,34,8_10,20_15,105.1,95.3,18.3,18.5,48.5,49.6,36.1,33.7,32.5,30.1,75,West Virginia,37,12_6,28_9,115.4,89.3,17.0,27.6,49.8,46.5,36.2,35.3,38.9,42.5,6,W,32, 89_57 ,16.2
Temple,32,7_11,16_16,107.9,102.4,16.6,18.3,47.0,47.7,35.6,34.3,26.4,32.1,104,West Virginia,37,12_6,28_9,115.4,89.3,17.0,27.6,49.8,46.5,36.2,35.3,38.9,42.5,6,L,-4, 81_77 ,-6.9
Manhattan,32,5_15,10_22,95.7,107.1,22.6,20.0,46.3,48.1,32.9,39.2,41.0,53.4,298,West Virginia,37,12_6,28_9,115.4,89.3,17.0,27.6,49.8,46.5,36.2,35.3,38.9,42.5,6,W,47, 108_61 ,21.4
Virginia,34,11_7,23_11,111.8,86.9,15.6,20.7,49.7,45.1,38.5,31.7,26.0,33.8,7,West Virginia,37,12_6,28_9,115.4,89.3,17.0,27.6,49.8,46.5,36.2,35.3,38.9,42.5,6,W,9, 66_57 ,-2.3
Western Carolina,30,4_14,9_23,89.2,103.6,23.2,19.1,41.9,52.1,30.4,36.0,27.7,46.6,324,West Virginia,37,12_6,28_9,115.4,89.3,17.0,27.6,49.8,46.5,36.2,35.3,38.9,42.5,6,W,53, 90_37 ,25.3
VMI,28,3_15,6_24,96.7,112.4,18.9,17.9,48.2,54.2,32.0,40.7,29.5,39.7,325,West Virginia,37,12_6,28_9,115.4,89.3,17.0,27.6,49.8,46.5,36.2,35.3,38.9,42.5,6,W,35, 90_55 ,11.0
UMKC,32,8_6,18_17,102.8,107.3,19.7,20.0,47.3,53.4,36.9,34.1,38.4,41.7,216,West Virginia,37,12_6,28_9,115.4,89.3,17.0,27.6,49.8,46.5,36.2,35.3,38.9,42.5,6,W,45, 112_67 ,23.9
