Name_LowerRank,GamesPlayed_LowerRank,ConfRecord_LowerRank,TotalRecord_LowerRank,OffEff_LowerRank,DefEff_LowerRank,Turnovers_LowerRank,ForcedTurnovers_LowerRank,2PFGOff_LowerRank,2PFGDef_LowerRank,3PFGOff_LowerRank,3PFGDef_LowerRank,FTOff_LowerRank,FTDef_LowerRank,Rank_LowerRank,Name_HigherRank,GamesPlayed_HigherRank,ConfRecord_HigherRank,TotalRecord_HigherRank,OffEff_HigherRank,DefEff_HigherRank,Turnovers_HigherRank,ForcedTurnovers_HigherRank,2PFGOff_HigherRank,2PFGDef_HigherRank,3PFGOff_HigherRank,3PFGDef_HigherRank,FTOff_HigherRank,FTDef_HigherRank,Rank_HigherRank,Results_HigherRank,Differntial,Score,PlusMinus_HigherRank
Sacramento St.,29,9_9,13_18,100.1,111.4,16.8,15.8,51.1,49.5,31.0,38.5,37.3,33.1,288,Portland St.,28,7_11,15_16,102.9,110.8,16.1,22.2,53.9,56.2,33.4,37.2,38.1,36.8,251,W,7, 83_76 ,2.2
Southern Utah,31,3_15,6_27,100.5,118.5,18.4,16.7,43.0,54.2,36.3,40.2,40.3,51.3,329,Portland St.,28,7_11,15_16,102.9,110.8,16.1,22.2,53.9,56.2,33.4,37.2,38.1,36.8,251,W,11, 88_77 ,5.6
Northern Arizona,31,6_12,9_23,94.4,109.4,20.4,16.7,46.1,54.2,31.7,33.9,33.2,32.8,322,Portland St.,28,7_11,15_16,102.9,110.8,16.1,22.2,53.9,56.2,33.4,37.2,38.1,36.8,251,L,-7, 83_76 ,-2.7
Sacramento St.,29,9_9,13_18,100.1,111.4,16.8,15.8,51.1,49.5,31.0,38.5,37.3,33.1,288,Portland St.,28,7_11,15_16,102.9,110.8,16.1,22.2,53.9,56.2,33.4,37.2,38.1,36.8,251,L,-3, 80_77 OT,0.4
Idaho St.,30,3_15,6_26,97.6,114.3,19.3,18.2,48.2,54.3,35.6,39.9,38.1,34.2,327,Portland St.,28,7_11,15_16,102.9,110.8,16.1,22.2,53.9,56.2,33.4,37.2,38.1,36.8,251,W,5, 74_69 ,-3.7
Southern Utah,31,3_15,6_27,100.5,118.5,18.4,16.7,43.0,54.2,36.3,40.2,40.3,51.3,329,Portland St.,28,7_11,15_16,102.9,110.8,16.1,22.2,53.9,56.2,33.4,37.2,38.1,36.8,251,W,7, 93_86 ,0.4
Northern Arizona,31,6_12,9_23,94.4,109.4,20.4,16.7,46.1,54.2,31.7,33.9,33.2,32.8,322,Portland St.,28,7_11,15_16,102.9,110.8,16.1,22.2,53.9,56.2,33.4,37.2,38.1,36.8,251,W,12, 84_72 ,7.8
Northern Colorado,27,7_11,11_18,97.2,105.4,20.3,18.2,50.6,52.0,34.3,35.0,34.4,34.5,265,Portland St.,28,7_11,15_16,102.9,110.8,16.1,22.2,53.9,56.2,33.4,37.2,38.1,36.8,251,L,-3, 87_84 ,-5.5
Northern Arizona,31,6_12,9_23,94.4,109.4,20.4,16.7,46.1,54.2,31.7,33.9,33.2,32.8,322,Portland St.,28,7_11,15_16,102.9,110.8,16.1,22.2,53.9,56.2,33.4,37.2,38.1,36.8,251,W,13, 80_67 ,2.9
UT Rio Grande Valley,29,2_12,10_22,99.7,112.0,20.2,20.2,48.0,53.6,32.5,37.0,32.5,52.3,302,North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35.0,252,L,-14, 98_84 ,-15.1
FIU,29,3_15,7_24,102.5,111.8,19.2,16.8,50.2,52.6,32.4,36.3,28.5,36.7,268,North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35.0,252,L,-24, 78_54 ,-12.9
Jacksonville,29,5_9,17_16,100.3,111.2,18.5,20.9,50.4,56.5,38.8,37.8,34.6,36.8,285,North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35.0,252,W,16, 80_64 ,11.3
USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35.0,252,W,8, 73_65 ,-3.1
NJIT,29,3_11,11_20,98.0,109.3,19.7,18.4,47.7,53.7,33.4,38.4,33.3,36.3,292,North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35.0,252,L,-6, 84_78 ,-7.5
Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35.0,252,W,2, 86_84 ,-2.6
Stetson,29,3_11,11_21,99.3,114.2,14.9,15.1,49.9,52.6,33.4,35.6,32.6,32.2,316,North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35.0,252,L,-14, 88_74 ,0.4
Stetson,29,3_11,11_21,99.3,114.2,14.9,15.1,49.9,52.6,33.4,35.6,32.6,32.2,316,North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35.0,252,W,32, 96_64 ,7.3
NJIT,29,3_11,11_20,98.0,109.3,19.7,18.4,47.7,53.7,33.4,38.4,33.3,36.3,292,North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35.0,252,W,22, 91_69 ,6.2
USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35.0,252,L,-13, 84_71 ,-5.6
Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35.0,252,L,-17, 85_68 ,-11
Jacksonville,29,5_9,17_16,100.3,111.2,18.5,20.9,50.4,56.5,38.8,37.8,34.6,36.8,285,North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35.0,252,W,4, 73_69 ,6.2
Jacksonville,29,5_9,17_16,100.3,111.2,18.5,20.9,50.4,56.5,38.8,37.8,34.6,36.8,285,North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35.0,252,W,3, 77_74 ,4
Louisiana Monroe,31,2_16,9_24,97.9,105.7,19.4,16.5,47.0,49.0,32.5,35.5,26.0,34.0,257,Seattle,27,5_9,13_17,95.3,102.8,20.6,19.0,50.3,47.6,33.9,31.7,36.2,35.1,253,W,6, 81_75 OT,3.3
Arkansas Pine Bluff,30,6_12,7_25,84.0,110.8,25.9,23.5,42.9,54.3,34.4,32.6,32.8,58.5,349,Seattle,27,5_9,13_17,95.3,102.8,20.6,19.0,50.3,47.6,33.9,31.7,36.2,35.1,253,W,5, 63_58 ,2
Mississippi Valley St.,32,7_11,7_25,94.6,118.8,19.7,19.5,44.9,56.0,34.3,38.1,33.5,37.8,342,Seattle,27,5_9,13_17,95.3,102.8,20.6,19.0,50.3,47.6,33.9,31.7,36.2,35.1,253,W,15, 82_67 ,19.5
Southern Utah,31,3_15,6_27,100.5,118.5,18.4,16.7,43.0,54.2,36.3,40.2,40.3,51.3,329,Seattle,27,5_9,13_17,95.3,102.8,20.6,19.0,50.3,47.6,33.9,31.7,36.2,35.1,253,W,14, 89_75 ,7.1
UC Santa Barbara,27,4_12,6_22,92.0,106.2,18.3,17.6,41.7,53.2,28.5,34.4,28.8,32.3,321,Seattle,27,5_9,13_17,95.3,102.8,20.6,19.0,50.3,47.6,33.9,31.7,36.2,35.1,253,W,4, 80_76 ,-8.3
Chicago St.,29,1_13,6_26,91.3,110.7,19.6,18.3,40.7,55.7,30.4,36.1,27.8,35.5,339,Seattle,27,5_9,13_17,95.3,102.8,20.6,19.0,50.3,47.6,33.9,31.7,36.2,35.1,253,W,15, 65_50 ,2.7
UT Rio Grande Valley,29,2_12,10_22,99.7,112.0,20.2,20.2,48.0,53.6,32.5,37.0,32.5,52.3,302,Seattle,27,5_9,13_17,95.3,102.8,20.6,19.0,50.3,47.6,33.9,31.7,36.2,35.1,253,W,12, 96_84 ,7.6
Chicago St.,29,1_13,6_26,91.3,110.7,19.6,18.3,40.7,55.7,30.4,36.1,27.8,35.5,339,Seattle,27,5_9,13_17,95.3,102.8,20.6,19.0,50.3,47.6,33.9,31.7,36.2,35.1,253,W,25, 90_65 ,4
UT Rio Grande Valley,29,2_12,10_22,99.7,112.0,20.2,20.2,48.0,53.6,32.5,37.0,32.5,52.3,302,Seattle,27,5_9,13_17,95.3,102.8,20.6,19.0,50.3,47.6,33.9,31.7,36.2,35.1,253,W,9, 86_77 ,6
UMass Lowell,30,5_11,11_20,102.9,115.4,20.8,17.8,53.1,52.3,38.4,37.0,31.5,38.1,301,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,L,-11, 87_76 ,-7.8
American,30,5_13,8_22,94.7,107.6,20.2,20.2,51.7,51.4,31.8,36.6,30.7,41.4,310,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,W,8, 73_65 ,1.5
Morgan St.,29,11_5,14_16,91.6,105.6,19.8,20.1,42.0,51.7,29.2,28.9,37.8,41.5,318,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,W,2, 68_66 ,2.8
Central Connecticut,29,4_14,6_23,92.5,113.3,21.2,20.2,44.6,52.2,35.1,38.0,33.3,34.6,341,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,W,25, 71_46 ,8.1
Fairleigh Dickinson,29,9_9,11_19,101.3,111.0,18.9,19.4,49.8,51.9,32.7,34.4,36.1,44.0,273,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,L,-1, 70_69 ,-2.1
Sacred Heart,32,8_10,13_19,97.2,108.4,22.0,19.5,49.2,50.5,33.5,37.9,35.0,33.3,291,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,W,11, 75_64 ,4.3
Bryant,31,9_9,12_20,100.1,111.6,18.8,17.6,49.2,52.1,33.7,33.6,32.8,37.4,290,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,L,-11, 77_66 ,-1.9
Robert Morris,33,9_9,14_19,91.5,99.0,21.5,23.7,43.8,50.0,31.9,29.8,41.3,42.5,260,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,W,3, 53_50 ,0.3
Sacred Heart,32,8_10,13_19,97.2,108.4,22.0,19.5,49.2,50.5,33.5,37.9,35.0,33.3,291,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,W,5, 67_62 ,-2.4
St. Francis NY,30,2_16,4_27,86.7,111.6,17.4,20.0,40.1,52.2,28.2,36.0,31.8,46.9,346,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,W,2, 66_64 ,-0
Central Connecticut,29,4_14,6_23,92.5,113.3,21.2,20.2,44.6,52.2,35.1,38.0,33.3,34.6,341,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,W,10, 70_60 ,4.6
Fairleigh Dickinson,29,9_9,11_19,101.3,111.0,18.9,19.4,49.8,51.9,32.7,34.4,36.1,44.0,273,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,W,9, 68_59 ,1.9
Robert Morris,33,9_9,14_19,91.5,99.0,21.5,23.7,43.8,50.0,31.9,29.8,41.3,42.5,260,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,L,-2, 50_48 ,0.8
St. Francis NY,30,2_16,4_27,86.7,111.6,17.4,20.0,40.1,52.2,28.2,36.0,31.8,46.9,346,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,W,18, 73_55 ,10.3
Bryant,31,9_9,12_20,100.1,111.6,18.8,17.6,49.2,52.1,33.7,33.6,32.8,37.4,290,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,W,3, 69_66 ,-4.4
Fairleigh Dickinson,29,9_9,11_19,101.3,111.0,18.9,19.4,49.8,51.9,32.7,34.4,36.1,44.0,273,Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,W,2, 72_70 ,4.3
Longwood,28,3_15,6_24,91.2,117.5,21.9,17.4,49.6,52.5,32.5,40.0,29.0,32.2,347,Stephen F. Austin,30,12_6,18_15,95.4,102.9,24.8,22.9,50.3,52.0,31.4,34.9,40.6,44.4,255,W,6, 66_60 ,1.9
Louisiana Monroe,31,2_16,9_24,97.9,105.7,19.4,16.5,47.0,49.0,32.5,35.5,26.0,34.0,257,Stephen F. Austin,30,12_6,18_15,95.4,102.9,24.8,22.9,50.3,52.0,31.4,34.9,40.6,44.4,255,L,-5, 77_72 ,-11.4
Southern Miss,29,6_12,9_22,92.4,109.2,18.1,16.6,45.4,49.4,29.6,37.4,29.3,33.9,331,Stephen F. Austin,30,12_6,18_15,95.4,102.9,24.8,22.9,50.3,52.0,31.4,34.9,40.6,44.4,255,W,3, 67_64 ,-4.5
McNeese St.,26,4_14,7_22,95.6,110.2,19.8,17.9,46.2,49.7,33.4,35.1,34.4,39.1,319,Stephen F. Austin,30,12_6,18_15,95.4,102.9,24.8,22.9,50.3,52.0,31.4,34.9,40.6,44.4,255,L,-15, 69_54 ,-5.3
Abilene Christian,25,7_11,13_16,97.5,107.5,21.0,21.4,50.7,52.1,37.1,36.1,34.7,44.3,281,Stephen F. Austin,30,12_6,18_15,95.4,102.9,24.8,22.9,50.3,52.0,31.4,34.9,40.6,44.4,255,L,-9, 69_60 ,-4
Nicholls St.,27,7_11,14_17,100.3,112.4,20.4,20.4,49.0,51.7,33.5,41.7,35.8,33.5,300,Stephen F. Austin,30,12_6,18_15,95.4,102.9,24.8,22.9,50.3,52.0,31.4,34.9,40.6,44.4,255,W,20, 80_60 ,13
Incarnate Word,25,7_11,12_17,100.7,113.7,18.6,16.6,48.2,51.8,37.8,33.7,43.6,38.9,307,Stephen F. Austin,30,12_6,18_15,95.4,102.9,24.8,22.9,50.3,52.0,31.4,34.9,40.6,44.4,255,L,-2, 70_68 ,1.4
Central Arkansas,32,7_11,8_24,102.9,117.5,19.1,15.7,46.7,52.2,37.5,39.2,35.9,32.0,312,Stephen F. Austin,30,12_6,18_15,95.4,102.9,24.8,22.9,50.3,52.0,31.4,34.9,40.6,44.4,255,W,2, 78_76 ,4.1
Northwestern St.,25,7_11,13_16,100.0,112.5,20.8,19.2,47.9,52.5,36.3,37.8,41.0,39.4,303,Stephen F. Austin,30,12_6,18_15,95.4,102.9,24.8,22.9,50.3,52.0,31.4,34.9,40.6,44.4,255,W,2, 75_73 OT,0
Incarnate Word,25,7_11,12_17,100.7,113.7,18.6,16.6,48.2,51.8,37.8,33.7,43.6,38.9,307,Stephen F. Austin,30,12_6,18_15,95.4,102.9,24.8,22.9,50.3,52.0,31.4,34.9,40.6,44.4,255,W,8, 87_79 ,3.6
Central Arkansas,32,7_11,8_24,102.9,117.5,19.1,15.7,46.7,52.2,37.5,39.2,35.9,32.0,312,Stephen F. Austin,30,12_6,18_15,95.4,102.9,24.8,22.9,50.3,52.0,31.4,34.9,40.6,44.4,255,W,5, 90_85 OT,-4.1
Northwestern St.,25,7_11,13_16,100.0,112.5,20.8,19.2,47.9,52.5,36.3,37.8,41.0,39.4,303,Stephen F. Austin,30,12_6,18_15,95.4,102.9,24.8,22.9,50.3,52.0,31.4,34.9,40.6,44.4,255,L,-5, 72_67 ,1.1
Bethune Cookman,30,6_10,10_22,95.2,113.9,17.7,19.6,45.9,54.7,32.3,33.6,28.2,40.0,335,Cleveland St.,30,5_13,9_22,94.9,102.4,18.8,22.3,46.5,51.7,30.7,35.3,29.6,41.8,256,W,11, 73_62 ,9.5
Milwaukee,34,4_14,11_24,98.9,107.8,18.1,17.5,49.8,54.2,34.9,35.7,27.4,32.3,267,Cleveland St.,30,5_13,9_22,94.9,102.4,18.8,22.3,46.5,51.7,30.7,35.3,29.6,41.8,256,W,9, 62_53 ,5.9
Milwaukee,34,4_14,11_24,98.9,107.8,18.1,17.5,49.8,54.2,34.9,35.7,27.4,32.3,267,Cleveland St.,30,5_13,9_22,94.9,102.4,18.8,22.3,46.5,51.7,30.7,35.3,29.6,41.8,256,L,-1, 63_62 ,4.6
Youngstown St.,32,5_13,13_21,101.0,112.8,16.0,16.4,49.0,53.5,32.8,34.6,25.9,29.1,294,Cleveland St.,30,5_13,9_22,94.9,102.4,18.8,22.3,46.5,51.7,30.7,35.3,29.6,41.8,256,L,-3, 67_64 ,-2.9
Detroit,30,6_12,8_23,102.1,113.6,19.5,19.4,48.4,57.3,37.0,37.6,38.1,48.4,287,Cleveland St.,30,5_13,9_22,94.9,102.4,18.8,22.3,46.5,51.7,30.7,35.3,29.6,41.8,256,W,17, 90_73 ,4
Detroit,30,6_12,8_23,102.1,113.6,19.5,19.4,48.4,57.3,37.0,37.6,38.1,48.4,287,Cleveland St.,30,5_13,9_22,94.9,102.4,18.8,22.3,46.5,51.7,30.7,35.3,29.6,41.8,256,L,-8, 91_83 ,-5.7
Youngstown St.,32,5_13,13_21,101.0,112.8,16.0,16.4,49.0,53.5,32.8,34.6,25.9,29.1,294,Cleveland St.,30,5_13,9_22,94.9,102.4,18.8,22.3,46.5,51.7,30.7,35.3,29.6,41.8,256,W,14, 69_55 ,6.9
Youngstown St.,32,5_13,13_21,101.0,112.8,16.0,16.4,49.0,53.5,32.8,34.6,25.9,29.1,294,Cleveland St.,30,5_13,9_22,94.9,102.4,18.8,22.3,46.5,51.7,30.7,35.3,29.6,41.8,256,L,-15, 84_69 ,-0.6
Bryant,31,9_9,12_20,100.1,111.6,18.8,17.6,49.2,52.1,33.7,33.6,32.8,37.4,290,Louisiana Monroe,31,2_16,9_24,97.9,105.7,19.4,16.5,47.0,49.0,32.5,35.5,26.0,34.0,257,L,-7, 64_57 ,-0.6
Northwestern St.,25,7_11,13_16,100.0,112.5,20.8,19.2,47.9,52.5,36.3,37.8,41.0,39.4,303,Louisiana Monroe,31,2_16,9_24,97.9,105.7,19.4,16.5,47.0,49.0,32.5,35.5,26.0,34.0,257,L,-4, 68_64 ,-10.9
Coppin St.,30,7_9,8_24,91.7,116.6,19.1,18.9,41.7,55.0,31.7,35.6,40.0,40.0,345,Louisiana Monroe,31,2_16,9_24,97.9,105.7,19.4,16.5,47.0,49.0,32.5,35.5,26.0,34.0,257,W,12, 65_53 ,12.5
Grambling St.,30,10_8,15_17,94.7,112.9,20.2,24.3,46.6,54.8,31.5,37.8,38.1,42.2,333,Louisiana Monroe,31,2_16,9_24,97.9,105.7,19.4,16.5,47.0,49.0,32.5,35.5,26.0,34.0,257,W,36, 81_45 ,18.8
Appalachian St.,28,4_14,9_21,99.3,107.5,19.4,16.9,46.3,50.5,32.7,39.0,37.1,44.8,261,Louisiana Monroe,31,2_16,9_24,97.9,105.7,19.4,16.5,47.0,49.0,32.5,35.5,26.0,34.0,257,W,11, 75_64 ,-3.6
Oregon St.,31,1_17,5_27,96.1,104.2,23.0,17.5,46.3,50.0,34.6,35.7,34.3,39.6,264,UTSA,31,8_10,14_19,94.7,102.3,18.1,17.6,43.7,48.4,26.7,34.8,36.2,37.9,258,L,-8, 72_64 ,-0.6
Prairie View A&M,31,10_8,13_20,96.9,111.2,18.8,21.7,46.4,52.2,34.9,36.2,35.4,49.5,314,UTSA,31,8_10,14_19,94.7,102.3,18.1,17.6,43.7,48.4,26.7,34.8,36.2,37.9,258,W,10, 69_59 ,4.7
Cal Poly,29,6_10,11_20,100.5,110.7,16.1,17.7,45.1,50.0,33.5,39.8,29.4,41.1,280,UTSA,31,8_10,14_19,94.7,102.3,18.1,17.6,43.7,48.4,26.7,34.8,36.2,37.9,258,L,-12, 59_47 ,-7.9
Southern Miss,29,6_12,9_22,92.4,109.2,18.1,16.6,45.4,49.4,29.6,37.4,29.3,33.9,331,UTSA,31,8_10,14_19,94.7,102.3,18.1,17.6,43.7,48.4,26.7,34.8,36.2,37.9,258,L,-18, 77_59 ,0
Florida Atlantic,28,6_12,10_20,97.7,107.5,16.6,17.7,45.5,49.2,31.4,37.0,30.4,35.9,279,UTSA,31,8_10,14_19,94.7,102.3,18.1,17.6,43.7,48.4,26.7,34.8,36.2,37.9,258,W,5, 68_63 ,-4
FIU,29,3_15,7_24,102.5,111.8,19.2,16.8,50.2,52.6,32.4,36.3,28.5,36.7,268,UTSA,31,8_10,14_19,94.7,102.3,18.1,17.6,43.7,48.4,26.7,34.8,36.2,37.9,258,W,2, 57_55 ,6
Southern Miss,29,6_12,9_22,92.4,109.2,18.1,16.6,45.4,49.4,29.6,37.4,29.3,33.9,331,UTSA,31,8_10,14_19,94.7,102.3,18.1,17.6,43.7,48.4,26.7,34.8,36.2,37.9,258,W,6, 57_51 ,1.6
North Texas,28,2_16,8_22,95.9,109.6,18.4,17.8,47.3,49.6,31.7,34.6,34.9,35.0,313,UTSA,31,8_10,14_19,94.7,102.3,18.1,17.6,43.7,48.4,26.7,34.8,36.2,37.9,258,L,-10, 83_73 ,-6.6
FIU,29,3_15,7_24,102.5,111.8,19.2,16.8,50.2,52.6,32.4,36.3,28.5,36.7,268,UTSA,31,8_10,14_19,94.7,102.3,18.1,17.6,43.7,48.4,26.7,34.8,36.2,37.9,258,W,2, 69_67 ,6.1
Florida Atlantic,28,6_12,10_20,97.7,107.5,16.6,17.7,45.5,49.2,31.4,37.0,30.4,35.9,279,UTSA,31,8_10,14_19,94.7,102.3,18.1,17.6,43.7,48.4,26.7,34.8,36.2,37.9,258,L,-7, 73_66 ,-7.3
Southern Utah,31,3_15,6_27,100.5,118.5,18.4,16.7,43.0,54.2,36.3,40.2,40.3,51.3,329,Saint Louis,33,6_12,12_21,95.5,103.2,20.3,16.9,44.3,48.9,34.2,35.6,34.4,38.5,259,W,12, 88_76 ,5.2
Chicago St.,29,1_13,6_26,91.3,110.7,19.6,18.3,40.7,55.7,30.4,36.1,27.8,35.5,339,Saint Louis,33,6_12,12_21,95.5,103.2,20.3,16.9,44.3,48.9,34.2,35.6,34.4,38.5,259,W,2, 45_43 ,4.0
SIU Edwardsville,28,1_15,6_24,94.6,108.7,20.3,18.3,45.5,54.0,29.2,33.2,45.7,44.9,315,Saint Louis,33,6_12,12_21,95.5,103.2,20.3,16.9,44.3,48.9,34.2,35.6,34.4,38.5,259,W,14, 72_58 ,9.5
North Carolina A&T,30,1_15,3_29,95.2,124.0,21.7,14.3,47.3,50.1,32.2,38.3,33.4,38.9,348,Saint Louis,33,6_12,12_21,95.5,103.2,20.3,16.9,44.3,48.9,34.2,35.6,34.4,38.5,259,W,19, 78_59 ,6.2
Hampton,29,11_5,14_17,92.0,106.6,19.6,19.9,45.0,47.5,32.2,35.6,33.4,42.7,323,Robert Morris,33,9_9,14_19,91.5,99.0,21.5,23.7,43.8,50.0,31.9,29.8,41.3,42.5,260,W,14, 62_48 ,12.5
Youngstown St.,32,5_13,13_21,101.0,112.8,16.0,16.4,49.0,53.5,32.8,34.6,25.9,29.1,294,Robert Morris,33,9_9,14_19,91.5,99.0,21.5,23.7,43.8,50.0,31.9,29.8,41.3,42.5,260,L,-1, 75_74 ,0.8
Sacred Heart,32,8_10,13_19,97.2,108.4,22.0,19.5,49.2,50.5,33.5,37.9,35.0,33.3,291,Robert Morris,33,9_9,14_19,91.5,99.0,21.5,23.7,43.8,50.0,31.9,29.8,41.3,42.5,260,W,11, 78_67 ,-0.8
Fairleigh Dickinson,29,9_9,11_19,101.3,111.0,18.9,19.4,49.8,51.9,32.7,34.4,36.1,44.0,273,Robert Morris,33,9_9,14_19,91.5,99.0,21.5,23.7,43.8,50.0,31.9,29.8,41.3,42.5,260,L,-4, 81_77 ,1.0
St. Francis NY,30,2_16,4_27,86.7,111.6,17.4,20.0,40.1,52.2,28.2,36.0,31.8,46.9,346,Robert Morris,33,9_9,14_19,91.5,99.0,21.5,23.7,43.8,50.0,31.9,29.8,41.3,42.5,260,W,4, 62_58 ,6.5
Central Connecticut,29,4_14,6_23,92.5,113.3,21.2,20.2,44.6,52.2,35.1,38.0,33.3,34.6,341,Robert Morris,33,9_9,14_19,91.5,99.0,21.5,23.7,43.8,50.0,31.9,29.8,41.3,42.5,260,W,7, 74_67 ,6.1
Bryant,31,9_9,12_20,100.1,111.6,18.8,17.6,49.2,52.1,33.7,33.6,32.8,37.4,290,Robert Morris,33,9_9,14_19,91.5,99.0,21.5,23.7,43.8,50.0,31.9,29.8,41.3,42.5,260,L,-3, 59_56 ,2.6
St. Francis NY,30,2_16,4_27,86.7,111.6,17.4,20.0,40.1,52.2,28.2,36.0,31.8,46.9,346,Robert Morris,33,9_9,14_19,91.5,99.0,21.5,23.7,43.8,50.0,31.9,29.8,41.3,42.5,260,W,24, 78_54 ,7.1
Bryant,31,9_9,12_20,100.1,111.6,18.8,17.6,49.2,52.1,33.7,33.6,32.8,37.4,290,Robert Morris,33,9_9,14_19,91.5,99.0,21.5,23.7,43.8,50.0,31.9,29.8,41.3,42.5,260,L,-8, 81_73 ,-1.5
Central Connecticut,29,4_14,6_23,92.5,113.3,21.2,20.2,44.6,52.2,35.1,38.0,33.3,34.6,341,Robert Morris,33,9_9,14_19,91.5,99.0,21.5,23.7,43.8,50.0,31.9,29.8,41.3,42.5,260,W,10, 74_64 ,7.2
Fairleigh Dickinson,29,9_9,11_19,101.3,111.0,18.9,19.4,49.8,51.9,32.7,34.4,36.1,44.0,273,Robert Morris,33,9_9,14_19,91.5,99.0,21.5,23.7,43.8,50.0,31.9,29.8,41.3,42.5,260,W,1, 77_76 ,5.5
Sacred Heart,32,8_10,13_19,97.2,108.4,22.0,19.5,49.2,50.5,33.5,37.9,35.0,33.3,291,Robert Morris,33,9_9,14_19,91.5,99.0,21.5,23.7,43.8,50.0,31.9,29.8,41.3,42.5,260,W,7, 79_72 ,-0.1
Hartford,32,4_12,9_23,92.1,109.9,20.4,18.4,45.0,48.7,33.9,38.9,32.6,34.9,334,Appalachian St.,28,4_14,9_21,99.3,107.5,19.4,16.9,46.3,50.5,32.7,39.0,37.1,44.8,261,W,9, 70_61 ,4.4
Western Carolina,30,4_14,9_23,89.2,103.6,23.2,19.1,41.9,52.1,30.4,36.0,27.7,46.6,324,Appalachian St.,28,4_14,9_21,99.3,107.5,19.4,16.9,46.3,50.5,32.7,39.0,37.1,44.8,261,L,-5, 58_53 ,0
Hampton,29,11_5,14_17,92.0,106.6,19.6,19.9,45.0,47.5,32.2,35.6,33.4,42.7,323,Appalachian St.,28,4_14,9_21,99.3,107.5,19.4,16.9,46.3,50.5,32.7,39.0,37.1,44.8,261,W,21, 88_67 ,14.9
